text ,domain,name ,kind ,model
"As soon as the rider becomes tolerably well confirmed in her seat and balance, and in the performance",CollegeEssay_real_4029,Real College Essays,Human-Written,Human
"of the simple aids and animations, as well in large as small circles, she should begin to ride",CollegeEssay_real_4030,Real College Essays,Human-Written,Human
"in double circles; at first of considerable diameter, but decreasing them, by degrees, as she",CollegeEssay_real_4031,Real College Essays,Human-Written,Human
"improves. Riding in double circles, is guiding the horse to perform a figure of 8; and this,",CollegeEssay_real_4032,Real College Essays,Human-Written,Human
"in the language of the riding-school, is effecting the large and narrow change, according to",CollegeEssay_real_4033,Real College Essays,Human-Written,Human
"the size of the circles. The number of the circles may be increased, and the sizes varied,",CollegeEssay_real_4034,Real College Essays,Human-Written,Human
with great advantage both to the rider and the horse. They may be at some distance from each,CollegeEssay_real_4035,Real College Essays,Human-Written,Human
"other, and the horse be guided to work from one to the other diagonally. Thus, suppose he starts",CollegeEssay_real_4036,Real College Essays,Human-Written,Human
"from a, he may be made to leave the upper circle at e, and enter the lower one at d; leave",CollegeEssay_real_4037,Real College Essays,Human-Written,Human
"it at c, and enter the first again at b; and so continue for some time: then, beginning at",CollegeEssay_real_4038,Real College Essays,Human-Written,Human
"f, to quit the lower circle at c, enter the upper one at b, leave it at e, and enter the lower",CollegeEssay_real_4039,Real College Essays,Human-Written,Human
"circle again at d. Thus, the position of the rider and horse are alternately changed, from",CollegeEssay_real_4040,Real College Essays,Human-Written,Human
"working from the right to a straight line, thence to the left, thence to a straight line, and",CollegeEssay_real_4041,Real College Essays,Human-Written,Human
"thence again to the right. To give an instance of riding in a greater number of circles, of",CollegeEssay_real_4042,Real College Essays,Human-Written,Human
"different diameters, let the horse start from a (see figure, p. 77), and leave the upper circle",CollegeEssay_real_4043,Real College Essays,Human-Written,Human
"at b, traversing to the outer small circle at c, passing round, so as to enter the inner circle",CollegeEssay_real_4044,Real College Essays,Human-Written,Human
"at e, and going round, by f, to g; quitting it at g, and entering the lower circle at h; quitting",CollegeEssay_real_4045,Real College Essays,Human-Written,Human
"the latter again, after passing round i, at k, and thence proceeding towards the outer small",CollegeEssay_real_4046,Real College Essays,Human-Written,Human
"circle; entering at l, going round and entering the inner circle at e, passing round, and quitting",CollegeEssay_real_4047,Real College Essays,Human-Written,Human
"it at f, to return again to a, by entering the upper circle at m. These exercises may be diversified",CollegeEssay_real_4048,Real College Essays,Human-Written,Human
"in various ways; the pupil, for instance, may perform the upper circle, and one or both of",CollegeEssay_real_4049,Real College Essays,Human-Written,Human
"the pair below, return to the upper circle, cross from that, diagonally, to the lower circle,",CollegeEssay_real_4050,Real College Essays,Human-Written,Human
"quit it, at h or k, to perform one of the middle circles, return to the lower circle again,",CollegeEssay_real_4051,Real College Essays,Human-Written,Human
"pass thence to the other middle circle, and quit it at c or f (as the case may happen), to",CollegeEssay_real_4052,Real College Essays,Human-Written,Human
return to the upper circle again. Nothing can be more beneficial than this variety of action;,CollegeEssay_real_4053,Real College Essays,Human-Written,Human
it tends at once to confirm the pupil in her seat; to exercise her in her balance and aids;,CollegeEssay_real_4054,Real College Essays,Human-Written,Human
"and to render the horse obedient: while, if he be kept in only one direction, he will perform",CollegeEssay_real_4055,Real College Essays,Human-Written,Human
"the figure mechanically, without either improving his own mouth and action, or the rider's",CollegeEssay_real_4056,Real College Essays,Human-Written,Human
"hands, aids, or balance.",CollegeEssay_real_4057,Real College Essays,Human-Written,Human
,CollegeEssay_real_4058,Real College Essays,Human-Written,Human
"In the art of riding, working on a circle is called a volt; in angles, or a zig-zag direction,",CollegeEssay_real_4059,Real College Essays,Human-Written,Human
"changes reverse; and on half a circle from a line, a demi-volt. These figures may first be",CollegeEssay_real_4060,Real College Essays,Human-Written,Human
performed separately; but there can be no objection to the demi-volt and changes reverse being,CollegeEssay_real_4061,Real College Essays,Human-Written,Human
"afterwards embodied in the exercises on circles. As in the last figure, the lady may work from",CollegeEssay_real_4062,Real College Essays,Human-Written,Human
"a in the mode directed, for some time; then perform the variations, by going across from a",CollegeEssay_real_4063,Real College Essays,Human-Written,Human
"to b, and describe a demi-volt round by c e to a; then return from a to b, and work a demi-volt,",CollegeEssay_real_4064,Real College Essays,Human-Written,Human
"in an opposite direction, from b to a: thence, the lady may proceed in a line, enter the lower",CollegeEssay_real_4065,Real College Essays,Human-Written,Human
"circle at d, and re-commence riding in circles. The change reverse may at any time be performed,",CollegeEssay_real_4066,Real College Essays,Human-Written,Human
"by quitting the upper circle at e or f, and working on the traversing lines, so as to cross",CollegeEssay_real_4067,Real College Essays,Human-Written,Human
"the lower circle at g or h, and enter it at i or k. In fact, these exercises may be varied,",CollegeEssay_real_4068,Real College Essays,Human-Written,Human
"ad libitum; and the more they are diversified, the greater advantage the lady will derive from",CollegeEssay_real_4069,Real College Essays,Human-Written,Human
"them, provided she persevere until she can perform one figure with accuracy, before she enter",CollegeEssay_real_4070,Real College Essays,Human-Written,Human
"upon another that is more complicated. Should the horse, in changing, yield his head, but withhold",CollegeEssay_real_4071,Real College Essays,Human-Written,Human
"his croup so as to destroy the union of his action, or mar the perfection of the change, the",CollegeEssay_real_4072,Real College Essays,Human-Written,Human
"rider should bring it to the proper position, or sequence, by an aid of the whip or leg, as",CollegeEssay_real_4073,Real College Essays,Human-Written,Human
the case may be.,CollegeEssay_real_4074,Real College Essays,Human-Written,Human
,CollegeEssay_real_4075,Real College Essays,Human-Written,Human
THE TROT.,CollegeEssay_real_4076,Real College Essays,Human-Written,Human
,CollegeEssay_real_4077,Real College Essays,Human-Written,Human
The lady should begin to practise this pace as soon as she is tolerably perfect in the walking,CollegeEssay_real_4078,Real College Essays,Human-Written,Human
"lessons. It will be as well for her, at first, to trot in a straight line: she may then work",CollegeEssay_real_4079,Real College Essays,Human-Written,Human
"in the large circle, and proceed, gradually, through most of the figures which she has performed",CollegeEssay_real_4080,Real College Essays,Human-Written,Human
"in a walk. To make the horse advance from a walk to a trot, draw upwards the little finger",CollegeEssay_real_4081,Real College Essays,Human-Written,Human
"of each hand (or that of the left hand only, when the pupil has advanced enough to hold the",CollegeEssay_real_4082,Real College Essays,Human-Written,Human
"reins in one hand), and turn them towards the body: an animation of the leg or whip should",CollegeEssay_real_4083,Real College Essays,Human-Written,Human
accompany this motion. The trot should be commenced moderately: if the horse start off too,CollegeEssay_real_4084,Real College Essays,Human-Written,Human
"rapidly, or increase the pace beyond the rider's inclination, she must check him by closing",CollegeEssay_real_4085,Real College Essays,Human-Written,Human
